Id_Estudiante,Programa,Satisfaccion_general,Infraestructura,Calidad_docente,Apoyo_institucional
ID_EST_02415,Derecho,3,5,1,3
ID_EST_02416,Derecho,5,3,5,1
ID_EST_02417,Derecho,1,3,5,1
ID_EST_02418,Derecho,1,1,4,5
ID_EST_02419,Derecho,1,5,2,3
ID_EST_02420,Derecho,3,3,1,2
ID_EST_02421,Derecho,2,1,3,3
ID_EST_02422,Derecho,3,1,2,3
ID_EST_02423,Derecho,5,5,2,1
ID_EST_02424,Derecho,1,1,2,5
ID_EST_02425,Derecho,4,5,5,5
ID_EST_02426,Derecho,1,1,1,2
ID_EST_02427,Derecho,2,1,2,3
ID_EST_02428,Derecho,5,1,2,4
ID_EST_02429,Derecho,2,2,3,3
ID_EST_02430,Derecho,5,4,3,1
ID_EST_02431,Derecho,2,5,5,5
ID_EST_02432,Derecho,5,2,2,3
ID_EST_02433,Derecho,1,3,1,5
ID_EST_02434,Derecho,1,4,2,3
ID_EST_02435,Derecho,3,3,5,1
ID_EST_02436,Derecho,2,1,3,1
ID_EST_02437,Derecho,1,1,5,3
ID_EST_02438,Derecho,3,4,2,2
ID_EST_02439,Derecho,3,4,1,3
ID_EST_02440,Derecho,5,2,1,4
ID_EST_02441,Derecho,5,3,3,4
ID_EST_02442,Derecho,4,3,4,1
ID_EST_02443,Derecho,2,3,5,2
ID_EST_02444,Derecho,2,3,4,4
ID_EST_02445,Derecho,1,1,5,2
ID_EST_02446,Derecho,5,5,2,3
ID_EST_02447,Derecho,3,5,2,4
ID_EST_02448,Derecho,5,2,3,3
ID_EST_02449,Derecho,3,1,2,1
ID_EST_02450,Derecho,4,5,5,4
ID_EST_02451,Derecho,1,2,4,3
ID_EST_02452,Derecho,1,3,4,5
ID_EST_02453,Derecho,3,5,2,1
ID_EST_02454,Derecho,3,2,4,1
ID_EST_02455,Derecho,5,5,1,4
ID_EST_02456,Derecho,5,1,4,2
ID_EST_02457,Derecho,1,5,1,4
ID_EST_02458,Derecho,4,4,4,4
ID_EST_02459,Derecho,4,2,3,4
ID_EST_02460,Derecho,1,1,1,4
ID_EST_02461,Derecho,4,1,1,2
ID_EST_02462,Derecho,2,1,2,3
ID_EST_02463,Derecho,3,4,3,4
ID_EST_02464,Derecho,4,3,1,2
ID_EST_02465,Derecho,2,2,3,2
ID_EST_02466,Derecho,1,1,4,2
ID_EST_02467,Derecho,3,5,2,3
ID_EST_02468,Derecho,5,4,2,3
ID_EST_02469,Derecho,5,4,3,1
ID_EST_02470,Derecho,1,4,1,1
ID_EST_02471,Derecho,2,1,1,2
ID_EST_02472,Derecho,4,2,3,2
ID_EST_02473,Derecho,3,1,2,4
ID_EST_02474,Derecho,3,1,1,5
ID_EST_02475,Derecho,5,4,5,4
ID_EST_02476,Derecho,2,1,2,5
ID_EST_02477,Derecho,2,1,5,2
ID_EST_02478,Derecho,4,4,2,5
ID_EST_02479,Derecho,4,4,3,2
ID_EST_02480,Derecho,5,5,1,4
ID_EST_02481,Derecho,1,5,2,5
ID_EST_02482,Derecho,1,4,2,4
ID_EST_02483,Derecho,4,4,4,3
ID_EST_02484,Derecho,2,2,5,2
ID_EST_02485,Derecho,4,5,4,5
ID_EST_02486,Derecho,5,2,4,3
ID_EST_02487,Derecho,1,4,3,4
ID_EST_02488,Derecho,1,3,4,3
ID_EST_02489,Derecho,2,1,2,5
ID_EST_02490,Derecho,1,1,5,5
ID_EST_02491,Derecho,4,4,1,4
ID_EST_02492,Derecho,3,2,4,1
ID_EST_02493,Derecho,4,4,1,2
ID_EST_02494,Derecho,2,5,1,4
ID_EST_02495,Derecho,2,4,2,1
ID_EST_02496,Derecho,2,4,4,1
ID_EST_02497,Derecho,2,1,3,4
ID_EST_02498,Derecho,1,3,1,2
ID_EST_02499,Derecho,4,2,2,4
ID_EST_02500,Derecho,5,4,2,1
ID_EST_02501,Administración de Empresas,1,1,1,2
ID_EST_02502,Administración de Empresas,5,1,3,4
ID_EST_02503,Administración de Empresas,5,4,5,5
ID_EST_02504,Administración de Empresas,3,5,5,5
ID_EST_02505,Administración de Empresas,3,3,3,5
ID_EST_02506,Administración de Empresas,2,2,1,3
ID_EST_02507,Administración de Empresas,5,2,2,5
ID_EST_02508,Administración de Empresas,2,5,5,4
ID_EST_02509,Administración de Empresas,5,4,5,3
ID_EST_02510,Administración de Empresas,1,4,2,5
ID_EST_02511,Administración de Empresas,3,1,1,3
ID_EST_02512,Administración de Empresas,4,4,3,3
ID_EST_02513,Administración de Empresas,4,5,1,3
ID_EST_02514,Administración de Empresas,1,5,5,5
ID_EST_02515,Administración de Empresas,4,3,5,1
ID_EST_02516,Administración de Empresas,3,1,3,5
ID_EST_02517,Administración de Empresas,3,1,5,4
ID_EST_02518,Administración de Empresas,3,2,3,1
ID_EST_02519,Administración de Empresas,5,3,1,1
ID_EST_02520,Administración de Empresas,2,1,4,1
ID_EST_02521,Administración de Empresas,5,5,3,3
ID_EST_02522,Administración de Empresas,4,2,4,4
ID_EST_02523,Administración de Empresas,4,4,2,1
ID_EST_02524,Administración de Empresas,1,2,2,1
ID_EST_02525,Administración de Empresas,3,3,1,1
ID_EST_02526,Administración de Empresas,3,5,2,2
ID_EST_02527,Administración de Empresas,2,3,4,5
ID_EST_02528,Administración de Empresas,1,2,2,1
ID_EST_02529,Administración de Empresas,1,2,4,5
ID_EST_02530,Administración de Empresas,5,4,5,4
ID_EST_02531,Administración de Empresas,3,1,1,1
ID_EST_02532,Administración de Empresas,1,1,4,4
ID_EST_02533,Administración de Empresas,2,5,1,3
ID_EST_02534,Administración de Empresas,3,4,4,1
ID_EST_02535,Administración de Empresas,1,3,3,5
ID_EST_02536,Administración de Empresas,2,5,4,1
ID_EST_02537,Administración de Empresas,5,3,2,2
ID_EST_02538,Administración de Empresas,4,4,3,3
ID_EST_02539,Administración de Empresas,4,5,3,2
ID_EST_02540,Administración de Empresas,2,5,2,4
ID_EST_02541,Administración de Empresas,2,5,5,4
ID_EST_02542,Administración de Empresas,2,3,2,2
ID_EST_02543,Administración de Empresas,2,4,5,2
ID_EST_02544,Administración de Empresas,2,3,2,4
ID_EST_02545,Administración de Empresas,4,3,2,3
ID_EST_02546,Administración de Empresas,3,4,1,3
ID_EST_02547,Administración de Empresas,5,3,3,5
ID_EST_02548,Administración de Empresas,1,1,2,2
ID_EST_02549,Administración de Empresas,1,2,2,1
ID_EST_02550,Administración de Empresas,3,5,4,3
ID_EST_02551,Administración de Empresas,3,4,5,5
ID_EST_02552,Administración de Empresas,4,3,5,4
ID_EST_02553,Administración de Empresas,2,2,2,1
ID_EST_02554,Administración de Empresas,2,1,5,4
ID_EST_02555,Administración de Empresas,4,3,5,1
ID_EST_02556,Administración de Empresas,3,2,5,3
ID_EST_02557,Administración de Empresas,2,3,5,4
ID_EST_02558,Administración de Empresas,4,1,2,1
ID_EST_02559,Administración de Empresas,2,3,3,4
ID_EST_02560,Administración de Empresas,1,1,2,1
ID_EST_02561,Administración de Empresas,1,2,1,1
ID_EST_02562,Administración de Empresas,4,5,5,3
ID_EST_02563,Administración de Empresas,4,5,5,3
ID_EST_02564,Administración de Empresas,4,4,1,1
ID_EST_02565,Administración de Empresas,1,3,1,3
ID_EST_02566,Administración de Empresas,2,5,1,2
ID_EST_02567,Administración de Empresas,2,1,3,2
ID_EST_02568,Administración de Empresas,3,5,4,1
ID_EST_02569,Administración de Empresas,5,2,3,3
ID_EST_02570,Administración de Empresas,3,4,2,2
ID_EST_02571,Administración de Empresas,4,2,1,3
ID_EST_02572,Administración de Empresas,1,2,4,3
ID_EST_02573,Administración de Empresas,5,1,2,1
ID_EST_02574,Administración de Empresas,5,2,2,2
ID_EST_02575,Administración de Empresas,2,1,5,4
ID_EST_02576,Administración de Empresas,4,2,3,5
ID_EST_02577,Administración de Empresas,4,1,2,4
ID_EST_02578,Administración de Empresas,2,5,5,1
ID_EST_02579,Administración de Empresas,3,3,4,2
ID_EST_02580,Administración de Empresas,4,1,5,1
ID_EST_02581,Administración de Empresas,1,4,3,2
ID_EST_02582,Administración de Empresas,2,5,4,4
ID_EST_02583,Administración de Empresas,4,5,1,4
ID_EST_02584,Administración de Empresas,5,1,1,3
ID_EST_02585,Administración de Empresas,4,4,1,2
ID_EST_02586,Administración de Empresas,3,5,1,4
ID_EST_02587,Administración de Empresas,3,1,3,3
ID_EST_02588,Administración de Empresas,3,5,5,1
ID_EST_02589,Administración de Empresas,3,2,2,3
ID_EST_02590,Administración de Empresas,3,2,3,2
ID_EST_02591,Administración de Empresas,3,2,5,5
ID_EST_02592,Administración de Empresas,1,1,4,2
ID_EST_02593,Administración de Empresas,1,5,3,3
ID_EST_02594,Administración de Empresas,5,4,3,4
ID_EST_02595,Administración de Empresas,5,3,2,1
ID_EST_02596,Administración de Empresas,3,2,4,4
ID_EST_02597,Administración de Empresas,1,5,5,5
ID_EST_02598,Administración de Empresas,3,4,2,4
ID_EST_02599,Administración de Empresas,2,4,1,2
ID_EST_02600,Administración de Empresas,2,5,3,5
ID_EST_02601,Administración de Empresas,4,4,1,1
ID_EST_02602,Administración de Empresas,3,5,5,3
ID_EST_02603,Administración de Empresas,2,2,5,4
ID_EST_02604,Administración de Empresas,2,2,4,2
ID_EST_02605,Administración de Empresas,5,3,3,2
ID_EST_02606,Administración de Empresas,3,1,2,5
ID_EST_02607,Administración de Empresas,5,2,5,4
ID_EST_02608,Administración de Empresas,1,5,5,2
ID_EST_02609,Administración de Empresas,2,3,3,1
ID_EST_02610,Administración de Empresas,1,5,4,3
ID_EST_02611,Administración de Empresas,5,5,3,2
ID_EST_02612,Administración de Empresas,3,5,4,5
ID_EST_02613,Administración de Empresas,5,1,5,1
ID_EST_02614,Administración de Empresas,1,4,3,1
ID_EST_02615,Administración de Empresas,2,2,2,5
ID_EST_02616,Administración de Empresas,5,4,5,3
ID_EST_02617,Administración de Empresas,2,2,5,5
ID_EST_02618,Administración de Empresas,4,5,4,2
ID_EST_02619,Administración de Empresas,3,2,2,2
ID_EST_02620,Administración de Empresas,4,4,4,2
ID_EST_02621,Administración de Empresas,5,4,5,2
ID_EST_02622,Administración de Empresas,2,3,2,4
ID_EST_02623,Administración de Empresas,4,5,3,5
ID_EST_02624,Administración de Empresas,4,3,4,3
ID_EST_02625,Administración de Empresas,1,1,3,5
ID_EST_02626,Administración de Empresas,5,3,4,5
ID_EST_02627,Administración de Empresas,5,2,2,5
ID_EST_02628,Administración de Empresas,3,1,1,4
ID_EST_02629,Administración de Empresas,4,1,3,2
ID_EST_02630,Administración de Empresas,1,1,1,3
ID_EST_02631,Administración de Empresas,5,4,4,2
ID_EST_02632,Administración de Empresas,5,5,1,3
ID_EST_02633,Administración de Empresas,3,2,5,4
ID_EST_02634,Administración de Empresas,5,3,1,2
ID_EST_02635,Administración de Empresas,5,2,2,3
ID_EST_02636,Administración de Empresas,2,2,4,4
ID_EST_02637,Administración de Empresas,1,2,3,3
ID_EST_02638,Administración de Empresas,5,5,5,5
ID_EST_02639,Administración de Empresas,2,2,1,5
ID_EST_02640,Administración de Empresas,4,1,3,3
ID_EST_02641,Administración de Empresas,4,4,4,3
ID_EST_02642,Administración de Empresas,4,1,4,5
ID_EST_02643,Administración de Empresas,4,2,2,4
ID_EST_02644,Administración de Empresas,1,1,3,4
ID_EST_02645,Administración de Empresas,4,3,4,3
ID_EST_02646,Administración de Empresas,5,2,2,2
ID_EST_02647,Administración de Empresas,3,5,5,5
ID_EST_02648,Administración de Empresas,5,2,4,5
ID_EST_02649,Administración de Empresas,5,3,2,4
ID_EST_02650,Administración de Empresas,1,2,1,4
ID_EST_02651,Administración de Empresas,3,2,1,2
ID_EST_02652,Administración de Empresas,2,2,5,3
ID_EST_02653,Administración de Empresas,1,3,2,2
ID_EST_02654,Administración de Empresas,3,1,1,5
ID_EST_02655,Administración de Empresas,4,2,3,2
ID_EST_02656,Administración de Empresas,1,3,3,2
ID_EST_02657,Administración de Empresas,3,3,1,2
ID_EST_02658,Administración de Empresas,5,1,4,2
ID_EST_02659,Administración de Empresas,2,3,3,5
ID_EST_02660,Administración de Empresas,5,4,3,2
ID_EST_02661,Administración de Empresas,2,5,3,3
ID_EST_02662,Administración de Empresas,3,2,5,1
ID_EST_02663,Administración de Empresas,1,1,2,4
ID_EST_02664,Administración de Empresas,5,5,1,4
ID_EST_02665,Administración de Empresas,1,2,3,2
ID_EST_02666,Administración de Empresas,5,3,4,4
ID_EST_02667,Administración de Empresas,5,1,5,2
ID_EST_02668,Administración de Empresas,1,1,5,1
ID_EST_02669,Administración de Empresas,3,3,4,2
ID_EST_02670,Administración de Empresas,4,3,3,2
ID_EST_02671,Administración de Empresas,4,2,3,3
ID_EST_02672,Administración de Empresas,2,2,4,4
ID_EST_02673,Administración de Empresas,2,5,5,3
ID_EST_02674,Administración de Empresas,2,5,4,2
ID_EST_02675,Administración de Empresas,3,2,2,2
ID_EST_02676,Administración de Empresas,1,5,4,4
ID_EST_02677,Administración de Empresas,5,4,5,5
ID_EST_02678,Administración de Empresas,4,3,1,1
ID_EST_02679,Administración de Empresas,1,5,1,4
ID_EST_02680,Administración de Empresas,2,2,1,3
ID_EST_02681,Administración de Empresas,3,1,3,1
ID_EST_02682,Administración de Empresas,5,3,5,5
ID_EST_02683,Administración de Empresas,4,3,3,2
ID_EST_02684,Administración de Empresas,2,4,2,3
ID_EST_02685,Administración de Empresas,2,3,4,3
ID_EST_02686,Administración de Empresas,3,4,2,1
ID_EST_02687,Administración de Empresas,4,1,4,4
ID_EST_02688,Administración de Empresas,3,1,2,4
ID_EST_02689,Administración de Empresas,3,2,2,4
ID_EST_02690,Administración de Empresas,5,1,4,4
ID_EST_02691,Administración de Empresas,4,4,1,4
ID_EST_02692,Administración de Empresas,5,2,3,4
ID_EST_02693,Administración de Empresas,4,4,3,5
ID_EST_02694,Administración de Empresas,5,4,2,1
ID_EST_02695,Administración de Empresas,1,3,1,3
ID_EST_02696,Administración de Empresas,4,5,1,4
ID_EST_02697,Administración de Empresas,4,2,5,2
ID_EST_02698,Administración de Empresas,3,4,4,2
ID_EST_02699,Administración de Empresas,1,2,3,4
ID_EST_02700,Administración de Empresas,2,4,5,2
ID_EST_02701,Administración de Empresas,3,1,5,2
ID_EST_02702,Administración de Empresas,5,1,3,5
ID_EST_02703,Administración de Empresas,3,5,3,5
ID_EST_02704,Administración de Empresas,4,2,4,4
ID_EST_02705,Administración de Empresas,4,1,5,1
ID_EST_02706,Administración de Empresas,3,1,3,1
ID_EST_02707,Administración de Empresas,3,1,3,1
ID_EST_02708,Administración de Empresas,1,3,4,3
ID_EST_02709,Administración de Empresas,5,2,4,5
ID_EST_02710,Administración de Empresas,3,1,2,3
ID_EST_02711,Administración de Empresas,2,3,1,3
ID_EST_02712,Administración de Empresas,5,5,3,5
ID_EST_02713,Administración de Empresas,1,1,2,2
ID_EST_02714,Administración de Empresas,1,1,3,4
ID_EST_02715,Administración de Empresas,3,4,1,5
ID_EST_02716,Administración de Empresas,3,1,1,4
ID_EST_02717,Administración de Empresas,5,4,3,5
ID_EST_02718,Administración de Empresas,5,1,2,4
ID_EST_02719,Administración de Empresas,3,4,4,1
ID_EST_02720,Administración de Empresas,3,2,2,3
ID_EST_02721,Administración de Empresas,5,5,5,4
ID_EST_02722,Administración de Empresas,4,3,2,5
ID_EST_02723,Administración de Empresas,4,3,1,3
ID_EST_02724,Administración de Empresas,5,2,5,1
ID_EST_02725,Administración de Empresas,5,1,4,1
ID_EST_02726,Administración de Empresas,5,4,5,5
ID_EST_02727,Administración de Empresas,1,5,3,3
ID_EST_02728,Administración de Empresas,5,1,5,5
ID_EST_02729,Administración de Empresas,2,5,4,3
ID_EST_02730,Administración de Empresas,1,3,1,2
ID_EST_02731,Administración de Empresas,5,1,4,1
ID_EST_02732,Administración de Empresas,4,4,4,2
ID_EST_02733,Administración de Empresas,1,2,2,5
ID_EST_02734,Administración de Empresas,3,3,3,1
ID_EST_02735,Administración de Empresas,3,1,5,3
ID_EST_02736,Administración de Empresas,3,4,2,1
ID_EST_02737,Administración de Empresas,5,1,1,1
ID_EST_02738,Administración de Empresas,5,3,3,3
ID_EST_02739,Administración de Empresas,1,2,3,4
ID_EST_02740,Administración de Empresas,4,1,3,4
ID_EST_02741,Administración de Empresas,2,1,5,4
ID_EST_02742,Administración de Empresas,2,3,4,5
ID_EST_02743,Administración de Empresas,2,2,5,2
ID_EST_02744,Administración de Empresas,4,2,1,2
ID_EST_02745,Administración de Empresas,2,4,5,1
ID_EST_02746,Administración de Empresas,4,4,4,1
ID_EST_02747,Administración de Empresas,5,4,5,3
ID_EST_02748,Administración de Empresas,4,2,1,3
ID_EST_02749,Administración de Empresas,2,2,3,3
ID_EST_02750,Administración de Empresas,1,5,3,3
ID_EST_02751,Administración de Empresas,5,5,2,4
ID_EST_02752,Administración de Empresas,3,1,5,1
ID_EST_02753,Administración de Empresas,2,5,5,4
ID_EST_02754,Administración de Empresas,3,1,2,5
ID_EST_02755,Administración de Empresas,1,4,1,5
ID_EST_02756,Administración de Empresas,3,4,2,3
ID_EST_02757,Administración de Empresas,4,4,2,2
ID_EST_02758,Administración de Empresas,1,3,4,5
ID_EST_02759,Administración de Empresas,5,4,1,1
ID_EST_02760,Administración de Empresas,4,4,4,2
ID_EST_02761,Administración de Empresas,4,2,1,2
ID_EST_02762,Administración de Empresas,5,2,5,4
ID_EST_02763,Administración de Empresas,3,2,4,4
ID_EST_02764,Administración de Empresas,5,5,4,5
ID_EST_02765,Administración de Empresas,5,4,5,3
ID_EST_02766,Administración de Empresas,4,2,4,4
ID_EST_02767,Administración de Empresas,3,3,2,3
ID_EST_02768,Administración de Empresas,4,5,5,4
ID_EST_02769,Administración de Empresas,3,2,4,4
ID_EST_02770,Administración de Empresas,3,2,4,5
ID_EST_02771,Administración de Empresas,2,4,3,1
ID_EST_02772,Administración de Empresas,5,2,2,5
ID_EST_02773,Administración de Empresas,4,1,4,5
ID_EST_02774,Administración de Empresas,4,2,3,2
ID_EST_02775,Administración de Empresas,4,5,2,2
ID_EST_02776,Administración de Empresas,2,2,1,4
ID_EST_02777,Administración de Empresas,2,2,4,3
ID_EST_02778,Administración de Empresas,4,4,4,1
ID_EST_02779,Administración de Empresas,4,3,2,4
ID_EST_02780,Administración de Empresas,1,5,4,4
ID_EST_02781,Administración de Empresas,2,4,1,4
ID_EST_02782,Administración de Empresas,1,4,3,5
ID_EST_02783,Administración de Empresas,5,3,3,1
ID_EST_02784,Administración de Empresas,1,1,3,2
ID_EST_02785,Administración de Empresas,5,5,2,5
ID_EST_02786,Administración de Empresas,2,5,4,1
ID_EST_02787,Administración de Empresas,1,4,2,3
ID_EST_02788,Administración de Empresas,3,1,3,2
ID_EST_02789,Administración de Empresas,3,4,5,5
ID_EST_02790,Administración de Empresas,4,1,2,2
ID_EST_02791,Administración de Empresas,5,4,1,1
ID_EST_02792,Administración de Empresas,3,3,4,2
ID_EST_02793,Administración de Empresas,1,2,5,3
ID_EST_02794,Administración de Empresas,4,1,3,5
ID_EST_02795,Administración de Empresas,3,4,1,1
ID_EST_02796,Administración de Empresas,4,2,3,2
ID_EST_02797,Administración de Empresas,3,3,2,1
ID_EST_02798,Administración de Empresas,2,1,5,2
ID_EST_02799,Administración de Empresas,5,1,3,3
ID_EST_02800,Administración de Empresas,1,5,4,5
ID_EST_02801,Administración de Empresas,3,1,5,5
ID_EST_02802,Administración de Empresas,1,5,2,3
ID_EST_02803,Administración de Empresas,4,2,4,5
ID_EST_02804,Administración de Empresas,1,5,1,2
ID_EST_02805,Administración de Empresas,3,4,5,2
ID_EST_02806,Administración de Empresas,4,2,1,5
ID_EST_02807,Administración de Empresas,5,2,2,4
ID_EST_02808,Administración de Empresas,2,3,2,5
ID_EST_02809,Administración de Empresas,5,2,3,3
ID_EST_02810,Administración de Empresas,2,3,2,1
ID_EST_02811,Administración de Empresas,3,4,5,4
ID_EST_02812,Administración de Empresas,5,4,2,3
ID_EST_02813,Administración de Empresas,3,1,3,1
ID_EST_02814,Administración de Empresas,1,1,2,2
ID_EST_02815,Administración de Empresas,1,5,4,3
ID_EST_02816,Administración de Empresas,3,1,1,3
ID_EST_02817,Administración de Empresas,2,4,1,1
ID_EST_02818,Administración de Empresas,5,5,1,3
ID_EST_02819,Administración de Empresas,5,2,2,1
ID_EST_02820,Administración de Empresas,5,2,3,1
ID_EST_02821,Administración de Empresas,3,1,2,2
ID_EST_02822,Administración de Empresas,5,5,1,5
ID_EST_02823,Administración de Empresas,4,2,1,3
ID_EST_02824,Administración de Empresas,5,1,1,5
ID_EST_02825,Administración de Empresas,2,5,2,1
ID_EST_02826,Administración de Empresas,1,2,5,4
ID_EST_02827,Administración de Empresas,4,3,3,5
ID_EST_02828,Administración de Empresas,2,5,5,2
ID_EST_02829,Administración de Empresas,2,4,4,3
ID_EST_02830,Administración de Empresas,2,3,1,5
ID_EST_02831,Administración de Empresas,4,3,3,2
ID_EST_02832,Administración de Empresas,1,2,5,4
ID_EST_02833,Administración de Empresas,2,2,3,1
ID_EST_02834,Administración de Empresas,3,3,2,5
ID_EST_02835,Administración de Empresas,4,4,1,4
ID_EST_02836,Administración de Empresas,3,1,5,2
ID_EST_02837,Administración de Empresas,2,1,3,4
ID_EST_02838,Administración de Empresas,2,4,1,2
ID_EST_02839,Administración de Empresas,3,1,4,2
ID_EST_02840,Administración de Empresas,5,1,2,4
ID_EST_02841,Administración de Empresas,5,4,4,4
ID_EST_02842,Administración de Empresas,5,3,1,4
ID_EST_02843,Administración de Empresas,5,5,1,2
ID_EST_02844,Administración de Empresas,2,2,1,4
ID_EST_02845,Administración de Empresas,2,1,3,1
ID_EST_02846,Administración de Empresas,2,4,2,2
ID_EST_02847,Administración de Empresas,4,5,1,5
ID_EST_02848,Administración de Empresas,2,3,5,3
ID_EST_02849,Administración de Empresas,3,3,2,4
ID_EST_02850,Administración de Empresas,2,4,1,2
ID_EST_02851,Administración de Empresas,1,2,1,2
ID_EST_02852,Administración de Empresas,2,2,1,5
ID_EST_02853,Administración de Empresas,1,2,1,3
ID_EST_02854,Administración de Empresas,2,1,1,1
ID_EST_02855,Administración de Empresas,3,3,1,4
ID_EST_02856,Administración de Empresas,5,5,4,3
ID_EST_02857,Administración de Empresas,4,5,5,1
ID_EST_02858,Administración de Empresas,1,3,2,3
ID_EST_02859,Administración de Empresas,1,1,3,3
ID_EST_02860,Administración de Empresas,2,4,4,5
ID_EST_02861,Administración de Empresas,2,4,5,2
ID_EST_02862,Administración de Empresas,3,3,4,4
ID_EST_02863,Administración de Empresas,1,3,5,5
ID_EST_02864,Administración de Empresas,5,3,2,2
ID_EST_02865,Administración de Empresas,4,3,3,1
ID_EST_02866,Administración de Empresas,3,4,1,1
ID_EST_02867,Administración de Empresas,1,4,1,2
ID_EST_02868,Administración de Empresas,1,4,4,2
ID_EST_02869,Administración de Empresas,5,1,5,1
ID_EST_02870,Administración de Empresas,3,3,3,4
ID_EST_02871,Administración de Empresas,4,5,3,3
ID_EST_02872,Administración de Empresas,1,4,1,1
ID_EST_02873,Administración de Empresas,2,5,4,5
ID_EST_02874,Administración de Empresas,1,1,3,3
ID_EST_02875,Administración de Empresas,5,1,5,2
ID_EST_02876,Administración de Empresas,2,5,4,3
ID_EST_02877,Administración de Empresas,1,1,4,1
ID_EST_02878,Administración de Empresas,4,2,2,5
ID_EST_02879,Administración de Empresas,5,1,1,4
ID_EST_02880,Administración de Empresas,3,4,5,1
ID_EST_02881,Administración de Empresas,3,3,4,3
ID_EST_02882,Administración de Empresas,5,5,2,1
ID_EST_02883,Administración de Empresas,1,5,5,4
ID_EST_02884,Administración de Empresas,2,1,2,5
ID_EST_02885,Administración de Empresas,5,5,2,1
ID_EST_02886,Administración de Empresas,1,3,2,5
ID_EST_02887,Administración de Empresas,5,5,2,5
ID_EST_02888,Administración de Empresas,5,5,5,1
ID_EST_02889,Administración de Empresas,4,3,2,4
ID_EST_02890,Administración de Empresas,4,4,4,2
ID_EST_02891,Administración de Empresas,5,2,3,3
ID_EST_02892,Administración de Empresas,5,5,2,1
ID_EST_02893,Administración de Empresas,5,2,2,1
ID_EST_02894,Administración de Empresas,5,3,2,1
ID_EST_02895,Administración de Empresas,4,3,4,2
ID_EST_02896,Administración de Empresas,5,5,3,4
ID_EST_02897,Administración de Empresas,4,2,2,5
ID_EST_02898,Administración de Empresas,1,5,5,1
ID_EST_02899,Administración de Empresas,4,2,4,5
ID_EST_02900,Administración de Empresas,4,5,5,2
ID_EST_02901,Administración de Empresas,1,1,4,3
ID_EST_02902,Administración de Empresas,1,1,1,4
ID_EST_02903,Administración de Empresas,5,4,2,2
ID_EST_02904,Administración de Empresas,5,4,2,4
ID_EST_02905,Administración de Empresas,1,3,3,1
ID_EST_02906,Administración de Empresas,4,5,1,3
ID_EST_02907,Administración de Empresas,1,5,4,3
ID_EST_02908,Administración de Empresas,3,3,2,5
ID_EST_02909,Administración de Empresas,1,1,5,3
ID_EST_02910,Administración de Empresas,5,5,3,3
ID_EST_02911,Administración de Empresas,4,4,1,3
ID_EST_02912,Administración de Empresas,1,5,1,2
ID_EST_02913,Administración de Empresas,4,2,4,2
ID_EST_02914,Administración de Empresas,1,2,3,4
ID_EST_02915,Administración de Empresas,2,3,5,1
ID_EST_02916,Administración de Empresas,2,4,5,5
ID_EST_02917,Administración de Empresas,2,2,3,4
ID_EST_02918,Administración de Empresas,1,5,2,4
ID_EST_02919,Administración de Empresas,4,3,1,5
ID_EST_02920,Administración de Empresas,3,2,2,2
ID_EST_02921,Administración de Empresas,1,3,1,4
ID_EST_02922,Administración de Empresas,3,2,5,5
ID_EST_02923,Administración de Empresas,5,5,1,4
ID_EST_02924,Administración de Empresas,1,5,1,4
ID_EST_02925,Administración de Empresas,1,5,5,2
ID_EST_02926,Administración de Empresas,2,5,2,1
ID_EST_02927,Administración de Empresas,3,1,5,5
ID_EST_02928,Administración de Empresas,5,4,5,1
ID_EST_02929,Administración de Empresas,4,3,5,4
ID_EST_02930,Administración de Empresas,5,5,5,5
ID_EST_02931,Administración de Empresas,5,1,5,4
ID_EST_02932,Administración de Empresas,4,1,5,3
ID_EST_02933,Administración de Empresas,3,3,4,5
ID_EST_02934,Administración de Empresas,1,5,1,2
ID_EST_02935,Administración de Empresas,2,1,4,5
ID_EST_02936,Administración de Empresas,5,3,4,4
ID_EST_02937,Administración de Empresas,4,1,4,3
ID_EST_02938,Administración de Empresas,4,2,3,5
ID_EST_02939,Administración de Empresas,2,3,1,4
ID_EST_02940,Administración de Empresas,4,2,3,3
ID_EST_02941,Administración de Empresas,1,2,4,1
ID_EST_02942,Administración de Empresas,3,2,2,2
ID_EST_02943,Administración de Empresas,4,5,3,5
ID_EST_02944,Administración de Empresas,3,1,1,5
ID_EST_02945,Administración de Empresas,5,4,3,1
ID_EST_02946,Administración de Empresas,2,1,3,2
ID_EST_02947,Administración de Empresas,4,2,2,3
ID_EST_02948,Administración de Empresas,2,3,5,2
ID_EST_02949,Administración de Empresas,2,2,4,2
ID_EST_02950,Administración de Empresas,2,1,1,1
ID_EST_02951,Administración de Empresas,4,5,2,4
ID_EST_02952,Administración de Empresas,1,5,3,1
ID_EST_02953,Administración de Empresas,5,3,3,2
ID_EST_02954,Administración de Empresas,5,3,5,4
ID_EST_02955,Administración de Empresas,5,2,5,5
ID_EST_02956,Administración de Empresas,2,2,1,2
ID_EST_02957,Administración de Empresas,3,4,2,4
ID_EST_02958,Administración de Empresas,3,5,1,2
ID_EST_02959,Administración de Empresas,3,5,4,1
ID_EST_02960,Administración de Empresas,2,2,5,2
ID_EST_02961,Administración de Empresas,4,2,3,3
ID_EST_02962,Administración de Empresas,1,4,4,5
ID_EST_02963,Administración de Empresas,2,2,4,3
